event_id,user_id,event_name,event_timestamp,page_url,button_id,device_type,utm_source
E000059,U00110,signup_complete,2025-09-21 19:07:00,/dashboard,,Desktop,email
E000060,U00434,invite_teammate,2026-01-26 09:06:00,/projects,invite_btn,MOBILE,LINKEDIN
E000061,U00424,subscription_started,2025-05-29 07:48:00,/pricing,invite_btn,,facebook
E000062,U00260,create_project,2025-12-19 06:19:00,/projects,invite_btn,MOBILE,Google 
E000063,U00876,click_signup,2025-04-11 12:55:00,/settings,upgrade_btn,MOBILE,LINKEDIN
E000064,U00103,onboarding_complete,2025-04-28 19:34:00,/projects,,Desktop,LINKEDIN
E000065,U00629,page_view,2026-02-05 22:01:00,/pricing,,desktop,LINKEDIN
E000066,U00844,signup_complete,2025-03-08 07:53:00,/dashboard,,MOBILE,google
E000067,U00270,onboarding_complete,2025-02-16 15:53:00,/signup,signup_btn,,google
E000068,U00954,feature_used,2025-10-07 20:35:00,/projects,,Desktop,Google 
E000069,U00059,signup_complete,2026-03-12 01:35:00,/settings,,MOBILE,google
E000070,U00871,create_project,2025-05-27 21:05:00,/pricing,signup_btn,,facebook
E000071,U00716,onboarding_complete,2026-01-11 14:29:00,/projects,upgrade_btn,desktop,email
E000072,U00671,page_view,2025-06-24 05:18:00,/pricing,signup_btn,Desktop,LINKEDIN
E000073,U00362,feature_used,2025-10-18 20:36:00,/dashboard,,mobile,facebook
E000074,U00755,click_signup,2025-01-12 04:32:00,/landing,,Desktop,Google 
E000075,U00937,invite_teammate,2026-02-12 03:13:00,/signup,invite_btn,mobile,facebook
E000076,U00466,feature_used,2025-05-22 15:34:00,/projects,signup_btn,Desktop,linkedin
E000077,U00519,click_signup,2025-10-24 11:11:00,/projects,signup_btn,,email
E000078,U00970,click_signup,2025-09-05 13:20:00,/invite,,Desktop,facebook
E000079,U00257,subscription_started,2026-02-23 14:59:00,/dashboard,,MOBILE,LINKEDIN
E000080,U00776,invite_teammate,2025-06-27 03:30:00,/invite,,MOBILE,facebook
E000081,U00494,click_signup,2025-01-20 21:59:00,/signup,signup_btn,MOBILE,Google 
E000082,U00694,onboarding_complete,2025-06-10 11:27:00,/invite,invite_btn,MOBILE,email
E000083,U00549,page_view,2026-01-12 02:33:00,/settings,invite_btn,mobile,email
E000084,U00409,invite_teammate,2025-03-09 17:27:00,/landing,,mobile,direct
E000085,U00363,onboarding_complete,2025-08-17 13:19:00,/projects,invite_btn,mobile,Google 
E000086,U00511,onboarding_complete,2025-05-19 11:25:00,/pricing,upgrade_btn,Desktop,linkedin
E000087,U00208,onboarding_complete,2025-06-16 21:41:00,/invite,,Desktop,linkedin
E000088,U00123,click_signup,2025-03-19 16:31:00,/settings,,,google
E000089,U00981,page_view,2026-01-30 06:56:00,/invite,,Desktop,facebook
E000090,U00505,create_project,2025-08-18 16:18:00,/dashboard,upgrade_btn,,email
E000091,U00228,signup_complete,2025-10-17 17:26:00,/landing,,MOBILE,direct
E000092,U00034,invite_teammate,2026-01-29 18:36:00,/dashboard,upgrade_btn,MOBILE,google
E000093,U00472,invite_teammate,2026-01-13 08:17:00,/settings,signup_btn,desktop,Google 
E000094,U00389,click_signup,2025-06-03 11:09:00,/signup,invite_btn,,LINKEDIN
E000095,U00192,create_project,2025-07-09 02:35:00,/pricing,invite_btn,MOBILE,facebook
E000096,U00375,signup_complete,2025-09-07 20:02:00,/dashboard,,mobile,direct
E000097,U00374,feature_used,2025-09-29 02:34:00,/signup,,mobile,facebook
E000098,U00590,onboarding_complete,2025-04-06 11:49:00,/invite,signup_btn,Desktop,LINKEDIN
E000099,U00569,feature_used,2025-06-21 16:59:00,/invite,,mobile,linkedin
E000100,U00485,page_view,2025-04-19 21:32:00,/pricing,,MOBILE,linkedin
E000101,U00530,invite_teammate,2026-04-05 05:26:00,/invite,,Desktop,email
E000102,U00880,page_view,2026-02-14 08:04:00,/dashboard,signup_btn,mobile,google
E000103,U00834,create_project,2025-06-06 21:33:00,/dashboard,signup_btn,MOBILE,Google 
E000104,U00267,invite_teammate,2025-09-01 16:32:00,/signup,,,LINKEDIN
E000105,U00353,page_view,2025-07-07 15:53:00,/dashboard,signup_btn,Desktop,LINKEDIN
E000106,U00204,signup_complete,2026-03-17 23:12:00,/invite,invite_btn,Desktop,email
E000107,U00500,subscription_started,2026-01-07 16:39:00,/landing,,,email
E000108,U00647,signup_complete,2025-12-04 16:39:00,/invite,upgrade_btn,Desktop,direct
E000109,U00628,feature_used,2026-04-05 16:18:00,/invite,signup_btn,desktop,linkedin
E000110,U00234,invite_teammate,2025-09-08 05:17:00,/signup,invite_btn,Desktop,facebook
E000111,U00405,create_project,2026-04-15 09:58:00,/dashboard,invite_btn,,facebook
E000112,U00424,signup_complete,2025-11-24 21:21:00,/pricing,signup_btn,mobile,Google 
E000113,U00678,create_project,2025-06-20 20:24:00,/settings,signup_btn,mobile,linkedin
E000114,U00106,click_signup,2025-10-17 02:52:00,/landing,,,google
E000115,U00790,feature_used,2025-01-20 04:45:00,/projects,signup_btn,desktop,email
E000116,U00160,click_signup,2026-03-27 02:07:00,/settings,,Desktop,linkedin
E000117,U00756,create_project,2025-06-30 03:34:00,/dashboard,upgrade_btn,mobile,facebook
E000118,U00030,page_view,2025-05-05 05:35:00,/settings,invite_btn,Desktop,LINKEDIN
E000119,U00479,create_project,2025-12-13 17:24:00,/projects,,mobile,Google 
E000120,U00182,subscription_started,2026-01-28 16:44:00,/settings,,MOBILE,facebook
E000121,U00655,create_project,2026-04-11 21:04:00,/signup,,,linkedin
E000122,U00453,create_project,2025-03-07 05:04:00,/signup,,Desktop,linkedin
E000123,U00011,page_view,2025-08-10 01:19:00,/projects,upgrade_btn,Desktop,email
E000124,U00548,page_view,2025-12-08 15:49:00,/settings,,MOBILE,email
E000125,U00785,feature_used,2025-01-07 15:36:00,/invite,invite_btn,,linkedin
E000126,U00562,invite_teammate,2025-01-06 06:08:00,/pricing,,,direct
E000127,U00256,signup_complete,2025-10-15 10:47:00,/settings,,MOBILE,linkedin
E000128,U00082,feature_used,2025-07-11 11:54:00,/settings,upgrade_btn,,LINKEDIN
E000129,U00827,create_project,2026-03-23 12:43:00,/signup,,Desktop,direct
E000130,U00874,click_signup,2025-05-17 21:32:00,/pricing,upgrade_btn,Desktop,google
E000131,U00467,subscription_started,2026-04-09 18:30:00,/signup,,MOBILE,linkedin
E000132,U00020,signup_complete,2025-08-22 11:39:00,/landing,,desktop,linkedin
E000133,U00289,create_project,2025-03-16 11:21:00,/pricing,,desktop,linkedin
E000134,U00155,page_view,2025-03-07 16:18:00,/dashboard,upgrade_btn,Desktop,direct
E000135,U00805,subscription_started,2025-08-15 21:11:00,/signup,,desktop,email
E000136,U00864,signup_complete,2025-02-28 10:00:00,/landing,invite_btn,MOBILE,google
E000137,U00482,signup_complete,2026-01-31 12:58:00,/pricing,invite_btn,MOBILE,LINKEDIN
E000138,U00125,onboarding_complete,2025-01-10 04:28:00,/dashboard,,mobile,Google 
E000139,U00204,subscription_started,2025-01-25 09:38:00,/settings,signup_btn,,Google 
E000140,U00485,feature_used,2025-06-01 18:52:00,/settings,invite_btn,Desktop,linkedin
E000141,U00746,page_view,2026-04-04 03:26:00,/settings,,,google
E000142,U00493,create_project,2025-07-04 10:57:00,/pricing,invite_btn,desktop,LINKEDIN
E000143,U00224,click_signup,2026-05-01 11:20:00,/pricing,,Desktop,google
E000144,U00814,create_project,2025-05-02 20:50:00,/projects,signup_btn,MOBILE,LINKEDIN
E000145,U00010,page_view,2025-06-27 00:17:00,/projects,,,linkedin
E000146,U00790,click_signup,2025-09-28 10:39:00,/pricing,upgrade_btn,MOBILE,google
E000147,U00347,page_view,2026-03-27 11:36:00,/landing,invite_btn,mobile,Google 
E000148,U00811,click_signup,2026-01-26 13:27:00,/pricing,,mobile,email
E000149,U00808,invite_teammate,2026-02-11 13:52:00,/invite,,mobile,google
E000150,U00367,signup_complete,2025-10-03 01:59:00,/signup,signup_btn,MOBILE,Google 
E000151,U00573,create_project,2025-11-15 13:52:00,/projects,,mobile,facebook
E000152,U00557,invite_teammate,2025-05-16 21:32:00,/signup,,Desktop,LINKEDIN
E000153,U00937,signup_complete,2026-03-12 22:41:00,/landing,,mobile,direct
E000154,U00840,create_project,2025-08-04 07:15:00,/projects,invite_btn,MOBILE,google
E000155,U00519,feature_used,2026-04-10 14:18:00,/settings,upgrade_btn,desktop,facebook
E000156,U00795,onboarding_complete,2025-09-23 02:40:00,/signup,signup_btn,,LINKEDIN
E000157,U00195,subscription_started,2025-10-10 03:53:00,/invite,,mobile,facebook
E000158,U00331,feature_used,2025-07-26 04:02:00,/settings,invite_btn,desktop,google
E000159,U00675,click_signup,2026-01-16 23:35:00,/landing,upgrade_btn,mobile,LINKEDIN
E000160,U00207,click_signup,2025-01-23 18:32:00,/dashboard,upgrade_btn,desktop,google
E000161,U00658,feature_used,2026-02-20 19:09:00,/settings,,,facebook
E000162,U00263,page_view,2026-03-06 20:15:00,/signup,upgrade_btn,,Google 
E000163,U00014,onboarding_complete,2025-02-21 14:36:00,/settings,,desktop,direct
E000164,U00063,invite_teammate,2026-04-11 05:52:00,/projects,,Desktop,LINKEDIN
E000165,U00844,create_project,2025-02-12 10:52:00,/projects,signup_btn,desktop,LINKEDIN
E000166,U00080,onboarding_complete,2025-08-10 07:07:00,/projects,signup_btn,desktop,Google 
E000167,U00545,feature_used,2025-06-18 05:19:00,/pricing,upgrade_btn,,Google 
E000168,U00584,signup_complete,2025-07-01 03:26:00,/projects,,MOBILE,Google 
E000169,U00785,invite_teammate,2025-03-18 19:59:00,/settings,,MOBILE,google
E000170,U00812,signup_complete,2025-05-02 11:12:00,/projects,,,email
E000171,U00162,subscription_started,2026-04-24 19:12:00,/signup,invite_btn,,email
E000172,U00423,feature_used,2025-09-28 16:16:00,/invite,invite_btn,,linkedin
E000173,U00559,onboarding_complete,2026-02-15 01:40:00,/dashboard,,Desktop,email
E000174,U00459,feature_used,2025-11-26 10:19:00,/landing,signup_btn,Desktop,facebook
E000175,U00531,signup_complete,2025-01-12 20:54:00,/signup,signup_btn,Desktop,linkedin
E000176,U00877,invite_teammate,2025-06-06 10:18:00,/landing,invite_btn,,facebook
E000177,U00585,signup_complete,2026-02-10 02:27:00,/landing,signup_btn,MOBILE,email
E000178,U00142,create_project,2025-04-24 16:10:00,/signup,,mobile,linkedin
E000179,U00831,create_project,2025-07-06 14:11:00,/landing,,MOBILE,facebook
E000180,U00752,click_signup,2025-06-08 07:59:00,/settings,invite_btn,MOBILE,linkedin
E000181,U00846,click_signup,2025-12-22 13:14:00,/projects,invite_btn,desktop,Google 
E000182,U00391,click_signup,2026-02-24 15:17:00,/invite,signup_btn,Desktop,email
E000183,U00427,click_signup,2025-11-13 06:01:00,/invite,upgrade_btn,,google
E000184,U00797,feature_used,2026-04-07 13:58:00,/landing,invite_btn,,google
E000185,U00553,signup_complete,2025-08-21 12:27:00,/signup,,mobile,linkedin
E000186,U00690,feature_used,2025-02-06 18:53:00,/dashboard,,,facebook
E000187,U00228,feature_used,2025-03-07 14:18:00,/signup,,mobile,linkedin
E000188,U00085,subscription_started,2025-09-02 18:57:00,/projects,signup_btn,,direct
E000189,U00088,feature_used,2025-07-11 04:31:00,/projects,,mobile,LINKEDIN
E000190,U00493,onboarding_complete,2025-04-09 05:02:00,/dashboard,,,linkedin
E000191,U00631,onboarding_complete,2026-02-13 15:06:00,/pricing,signup_btn,Desktop,LINKEDIN
E000192,U00332,click_signup,2025-11-10 03:56:00,/landing,,MOBILE,email
E000193,U00196,invite_teammate,2025-09-11 15:07:00,/signup,,desktop,LINKEDIN
E000194,U00174,invite_teammate,2025-08-10 23:05:00,/projects,,,linkedin
E000195,U00046,onboarding_complete,2025-11-17 17:39:00,/pricing,invite_btn,mobile,LINKEDIN
E000196,U00116,page_view,2025-03-04 11:42:00,/pricing,,mobile,LINKEDIN
E000197,U00015,invite_teammate,2025-07-29 11:39:00,/settings,signup_btn,Desktop,direct
E000198,U00024,invite_teammate,2025-12-10 02:38:00,/pricing,,mobile,linkedin
E000199,U00536,create_project,2026-02-02 21:27:00,/projects,,,Google 
E000200,U00712,page_view,2025-04-13 22:13:00,/dashboard,,,google
E000201,U00175,page_view,2025-07-06 00:25:00,/signup,upgrade_btn,,email
E000202,U00477,page_view,2025-02-08 15:43:00,/landing,,Desktop,Google 
E000203,U00369,click_signup,2026-04-26 16:05:00,/landing,invite_btn,MOBILE,linkedin
E000204,U00521,click_signup,2025-10-05 05:14:00,/signup,,,facebook
E000205,U00191,onboarding_complete,2025-03-06 02:16:00,/projects,,,Google 
E000206,U00041,onboarding_complete,2025-01-16 15:32:00,/projects,invite_btn,Desktop,direct
E000207,U00763,signup_complete,2025-10-14 11:09:00,/landing,invite_btn,Desktop,email
E000208,U00310,onboarding_complete,2026-04-01 06:42:00,/projects,invite_btn,desktop,Google 
E000209,U00900,feature_used,2025-07-07 15:16:00,/invite,signup_btn,,email
E000210,U00156,invite_teammate,2025-06-14 06:20:00,/dashboard,upgrade_btn,desktop,Google 
E000211,U00534,onboarding_complete,2025-10-06 07:33:00,/dashboard,upgrade_btn,,linkedin
E000212,U00994,create_project,2025-11-07 13:00:00,/projects,invite_btn,MOBILE,facebook
E000213,U00212,signup_complete,2025-04-06 22:53:00,/projects,,mobile,LINKEDIN
E000214,U00317,signup_complete,2025-04-11 13:38:00,/dashboard,upgrade_btn,,linkedin
E000215,U00070,click_signup,2025-08-20 04:38:00,/pricing,invite_btn,mobile,Google 
E000216,U00784,invite_teammate,2025-01-22 11:15:00,/dashboard,,Desktop,direct
E000217,U00956,create_project,2026-04-09 17:42:00,/pricing,upgrade_btn,desktop,linkedin
E000218,U00027,create_project,2025-05-15 12:40:00,/projects,,,linkedin
E000219,U00238,onboarding_complete,2026-03-11 06:09:00,/settings,signup_btn,Desktop,google
E000220,U00138,subscription_started,2025-12-14 01:13:00,/settings,invite_btn,mobile,LINKEDIN
E000221,U00504,subscription_started,2025-10-10 03:21:00,/pricing,upgrade_btn,mobile,linkedin
E000222,U00419,page_view,2025-01-24 11:15:00,/signup,,mobile,Google 
E000223,U00776,onboarding_complete,2025-05-28 16:46:00,/landing,upgrade_btn,MOBILE,LINKEDIN
E000224,U00502,invite_teammate,2026-03-26 07:53:00,/invite,,mobile,direct
E000225,U00795,page_view,2025-10-22 19:33:00,/projects,,Desktop,direct
E000226,U00962,page_view,2026-03-22 06:49:00,/projects,signup_btn,MOBILE,direct
E000227,U00899,onboarding_complete,2025-01-31 21:16:00,/projects,,MOBILE,Google 
E000228,U00572,feature_used,2025-01-29 13:58:00,/projects,signup_btn,mobile,email
E000229,U00408,create_project,2025-11-17 01:45:00,/invite,invite_btn,MOBILE,linkedin
E000230,U00302,page_view,2025-11-04 15:03:00,/settings,,mobile,direct
E000231,U00463,click_signup,2026-04-16 11:26:00,/settings,,desktop,linkedin
E000232,U00961,signup_complete,2026-03-03 07:26:00,/dashboard,,Desktop,direct
E000233,U00184,subscription_started,2025-01-19 03:22:00,/projects,upgrade_btn,MOBILE,google
E000234,U00332,signup_complete,2025-07-02 02:30:00,/settings,signup_btn,desktop,google
E000235,U00650,invite_teammate,2025-11-24 05:48:00,/landing,,MOBILE,Google 
E000236,U00627,signup_complete,2026-01-08 14:01:00,/dashboard,,MOBILE,google
E000237,U00935,invite_teammate,2025-05-05 10:25:00,/projects,upgrade_btn,mobile,LINKEDIN
E000238,U00184,page_view,2025-04-16 07:11:00,/dashboard,invite_btn,Desktop,Google 
E000239,U00296,signup_complete,2025-11-21 22:55:00,/landing,upgrade_btn,mobile,google
E000240,U00784,create_project,2026-03-30 08:01:00,/landing,,MOBILE,LINKEDIN
E000241,U00557,page_view,2025-12-30 02:24:00,/projects,,mobile,linkedin
E000242,U00676,subscription_started,2026-03-05 19:06:00,/dashboard,,MOBILE,google
E000243,U00615,page_view,2026-03-14 19:01:00,/pricing,,Desktop,facebook
E000244,U00571,onboarding_complete,2026-04-03 18:12:00,/landing,upgrade_btn,mobile,google
E000245,U00358,page_view,2026-04-21 16:50:00,/pricing,signup_btn,,LINKEDIN
E000246,U00306,invite_teammate,2026-03-16 07:10:00,/landing,signup_btn,desktop,direct
E000247,U00166,create_project,2025-05-10 19:06:00,/projects,,,LINKEDIN
E000248,U00182,subscription_started,2026-02-14 08:45:00,/settings,,Desktop,google
E000249,U00787,create_project,2025-03-09 19:29:00,/signup,invite_btn,MOBILE,LINKEDIN
E000250,U00777,feature_used,2025-02-19 06:33:00,/invite,,desktop,email
E000251,U00138,click_signup,2025-12-09 20:07:00,/settings,invite_btn,Desktop,facebook
E000252,U00538,onboarding_complete,2025-10-29 06:56:00,/settings,upgrade_btn,,google
E000253,U00586,click_signup,2025-03-21 14:11:00,/dashboard,,Desktop,direct
E000254,U00869,invite_teammate,2026-03-20 08:19:00,/signup,,,facebook
E000255,U00950,signup_complete,2025-09-15 16:02:00,/projects,,MOBILE,facebook
E000256,U00510,subscription_started,2026-04-06 02:30:00,/invite,upgrade_btn,,linkedin
E000257,U00199,page_view,2025-07-31 12:38:00,/landing,signup_btn,MOBILE,Google 
E000258,U00756,onboarding_complete,2025-03-27 20:54:00,/invite,,MOBILE,direct
E000259,U00342,invite_teammate,2025-02-03 03:02:00,/projects,upgrade_btn,desktop,Google 
E000260,U00707,create_project,2025-05-27 12:00:00,/signup,signup_btn,Desktop,email
E000261,U00564,invite_teammate,2026-01-04 23:02:00,/invite,signup_btn,desktop,Google 
E000262,U00350,feature_used,2025-08-31 16:32:00,/settings,,,google
E000263,U00199,invite_teammate,2025-05-08 21:20:00,/invite,invite_btn,MOBILE,direct
E000264,U00662,signup_complete,2025-01-26 21:25:00,/dashboard,upgrade_btn,MOBILE,LINKEDIN
E000265,U00918,invite_teammate,2026-01-27 00:11:00,/dashboard,,desktop,LINKEDIN
E000266,U00307,invite_teammate,2026-01-15 10:24:00,/projects,,desktop,linkedin
E000267,U00702,invite_teammate,2026-02-25 10:45:00,/invite,invite_btn,desktop,linkedin
E000268,U00861,page_view,2025-07-24 05:23:00,/signup,,,LINKEDIN
E000269,U00585,feature_used,2025-05-01 20:31:00,/pricing,,desktop,LINKEDIN
E000270,U00723,invite_teammate,2025-08-13 11:36:00,/settings,signup_btn,Desktop,direct
E000271,U00509,onboarding_complete,2025-03-05 04:54:00,/signup,,Desktop,linkedin
E000272,U00310,signup_complete,2026-01-18 08:47:00,/landing,invite_btn,desktop,LINKEDIN
E000273,U00936,click_signup,2025-05-28 03:55:00,/dashboard,,desktop,LINKEDIN
E000274,U00927,signup_complete,2025-12-18 11:09:00,/pricing,invite_btn,MOBILE,Google 
E000275,U00318,invite_teammate,2026-01-17 07:03:00,/pricing,signup_btn,,Google 
E000276,U00211,page_view,2025-04-07 15:24:00,/dashboard,,,google
E000277,U00319,page_view,2025-01-03 23:49:00,/settings,,desktop,email
E000278,U00911,page_view,2025-12-06 23:14:00,/landing,,Desktop,google
E000279,U00777,create_project,2026-02-25 13:35:00,/settings,upgrade_btn,Desktop,linkedin
E000280,U00294,create_project,2025-05-21 04:58:00,/projects,invite_btn,MOBILE,Google 
E000281,U00280,signup_complete,2025-03-27 16:05:00,/pricing,invite_btn,desktop,google
E000282,U00574,click_signup,2026-03-30 14:45:00,/pricing,,Desktop,facebook
E000283,U00278,signup_complete,2025-08-20 21:55:00,/settings,invite_btn,,linkedin
E000284,U00073,create_project,2025-05-05 17:14:00,/projects,invite_btn,,direct
E000285,U00134,page_view,2025-02-06 22:30:00,/dashboard,signup_btn,desktop,direct
E000286,U00089,feature_used,2025-02-09 04:13:00,/dashboard,upgrade_btn,,facebook
E000287,U00857,subscription_started,2026-04-04 08:47:00,/projects,invite_btn,Desktop,email
E000288,U00731,click_signup,2025-05-25 06:52:00,/invite,,,linkedin
E000289,U00833,subscription_started,2025-03-09 15:49:00,/landing,,Desktop,Google 
E000290,U00728,subscription_started,2026-04-15 06:01:00,/dashboard,upgrade_btn,mobile,linkedin
E000291,U00265,invite_teammate,2026-03-26 05:50:00,/dashboard,upgrade_btn,Desktop,LINKEDIN
E000292,U00465,subscription_started,2025-08-25 11:36:00,/landing,signup_btn,MOBILE,google
E000293,U00491,subscription_started,2025-09-13 21:52:00,/invite,upgrade_btn,Desktop,LINKEDIN
E000294,U00619,signup_complete,2025-09-11 20:29:00,/projects,signup_btn,MOBILE,LINKEDIN
E000295,U00334,click_signup,2025-03-19 21:38:00,/invite,invite_btn,,direct
E000296,U00605,feature_used,2025-10-19 20:46:00,/pricing,,mobile,facebook
E000297,U00998,subscription_started,2025-04-26 19:04:00,/dashboard,signup_btn,Desktop,linkedin
E000298,U00442,feature_used,2026-03-07 07:57:00,/projects,invite_btn,,Google 
E000299,U00178,click_signup,2025-06-21 23:05:00,/settings,,MOBILE,google
E000300,U00611,subscription_started,2026-03-08 04:48:00,/signup,,desktop,LINKEDIN
E000301,U00181,create_project,2025-11-21 04:43:00,/dashboard,signup_btn,,google
E000302,U00790,feature_used,2026-03-11 06:56:00,/signup,,desktop,google
E000303,U00837,signup_complete,2025-06-08 11:02:00,/projects,signup_btn,mobile,Google 
E000304,U00464,create_project,2025-04-19 15:44:00,/dashboard,,,direct
E000305,U00211,invite_teammate,2025-05-23 11:31:00,/signup,,Desktop,direct
E000306,U00092,page_view,2025-09-08 16:27:00,/projects,,MOBILE,LINKEDIN
E000307,U00873,create_project,2025-04-03 21:11:00,/landing,invite_btn,,google
E000308,U00721,invite_teammate,2025-01-01 14:44:00,/landing,invite_btn,desktop,linkedin
E000309,U00720,feature_used,2025-11-11 08:46:00,/settings,invite_btn,MOBILE,direct
E000310,U00446,onboarding_complete,2025-10-05 20:19:00,/settings,upgrade_btn,MOBILE,linkedin
E000311,U00569,feature_used,2025-05-18 01:30:00,/invite,invite_btn,MOBILE,linkedin
E000312,U00894,signup_complete,2025-07-30 01:23:00,/pricing,signup_btn,desktop,Google 
E000313,U00148,subscription_started,2025-01-12 10:30:00,/settings,,mobile,google
E000314,U00658,feature_used,2025-04-10 22:05:00,/invite,,,direct
E000315,U00185,subscription_started,2026-03-30 20:03:00,/projects,,,LINKEDIN
E000316,U00394,invite_teammate,2025-11-24 17:07:00,/pricing,upgrade_btn,MOBILE,facebook
E000317,U00592,subscription_started,2025-01-06 09:50:00,/invite,upgrade_btn,,email
E000318,U00949,invite_teammate,2025-10-27 03:54:00,/landing,signup_btn,,direct
E000319,U00116,subscription_started,2025-09-26 09:22:00,/settings,signup_btn,mobile,Google 
E000320,U00880,create_project,2026-01-19 07:38:00,/dashboard,,desktop,facebook
E000321,U00091,onboarding_complete,2026-03-21 05:45:00,/dashboard,signup_btn,,LINKEDIN
E000322,U00320,page_view,2026-02-27 01:44:00,/signup,,desktop,direct
